car_name,kms_driven,fuel_type,transmission,ownership,manufacture,engine,Seats,car_prices_in_rupee
Hyundai Grand i10 Magna,"24,027 kms",Petrol,Manual,2nd Owner,2017,1591 cc,7 Seats,3.73 Lakh
Maruti Baleno 1.3 Alpha,"57,256 kms",Diesel,Manual,1st Owner,2017,2179 cc,5 Seats,5.58 Lakh
Honda Amaze EX i-Vtech,"62,029 kms",Petrol,Manual,1st Owner,2013,1197 cc,5 Seats,2.82 Lakh
Maruti Wagon R LXI CNG,"97,811 kms",Cng,Manual,1st Owner,2014,1498 cc,5 Seats,2.70 Lakh
Ford Figo Petrol ZXI,"54,910 kms",Petrol,Manual,1st Owner,2011,1197 cc,5 Seats,1.64 Lakh
Hyundai Verna 1.6 VTVT S,"69,271 kms",Petrol,Manual,1st Owner,2016,1798 cc,5 Seats,5.37 Lakh
Mahindra XUV500 W8 FWD,"1,22,619 kms",Diesel,Manual,2nd Owner,2015,1199 cc,5 Seats,6.43 Lakh
Maruti Swift VXI,"23,976 kms",Petrol,Manual,1st Owner,2020,1968 cc,5 Seats,5.92 Lakh
Honda Mobilio V i-DTEC,"1,59,147 kms",Diesel,Manual,1st Owner,2014,1498 cc,5 Seats,3.61 Lakh
Maruti Swift Dzire VXI,"75,384 kms",Petrol,Manual,2nd Owner,2014,1197 cc,7 Seats,3.30 Lakh
Audi A6 35 TFSI Matrix,"61,500 kms",Petrol,Automatic,1st Owner,2017,2967 cc,5 Seats,29.90 Lakh
Tata Tigor 1.2 Revotron XE,"39,477 kms",Petrol,Manual,1st Owner,2018,1197 cc,8 Seats,3.51 Lakh
Audi A6 35 TDI,"41,000 kms",Diesel,Automatic,2nd Owner,2016,2523 cc,5 Seats,25.80 Lakh
Honda City i DTEC SV,"53,234 kms",Diesel,Manual,2nd Owner,2015,1582 cc,5 Seats,5.18 Lakh
Maruti Swift Dzire AMT ZXI Plus,"67,261 kms",Petrol,Automatic,2nd Owner,2018,2494 cc,5 Seats,6.04 Lakh
Audi A6 3.0 TDI Quattro Premium Plus,"71,000 kms",Diesel,Automatic,3rd Owner,2014,998 cc,5 Seats,13.80 Lakh
Maruti Baleno Delta,"8,201 kms",Petrol,Manual,1st Owner,2020,1591 cc,5 Seats,6.53 Lakh
Mahindra Bolero SLE BSIII,"98,105 kms",Diesel,Manual,1st Owner,2015,1197 cc,5 Seats,4.73 Lakh
Hyundai Verna 1.6 SX CRDI (O) AT,"93,147 kms",Diesel,Automatic,1st Owner,2014,1248 cc,7 Seats,4.63 Lakh
Toyota Innova 2.5 GX (Diesel) 8 Seater,"1,39,257 kms",Diesel,Manual,1st Owner,2012,1582 cc,7 Seats,5.57 Lakh
Maruti Alto K10 2010-2014 VXI,"1,40,511 kms",Petrol,Manual,1st Owner,2011,1086 cc,7 Seats,1.34 Lakh
Hyundai Verna 1.6 EX VTVT,"68,266 kms",Petrol,Manual,1st Owner,2014,2982 cc,5 Seats,4.49 Lakh
Hyundai i20 1.2 Magna,"80,283 kms",Petrol,Manual,2nd Owner,2011,1493 cc,7 Seats,2.09 Lakh
Maruti Swift VDI BSIV,"55,133 kms",Diesel,Manual,1st Owner,2016,1196 cc,7 Seats,4.59 Lakh
Hyundai Elantra CRDi SX,"58,437 kms",Diesel,Manual,2nd Owner,2014,998 cc,5 Seats,5.83 Lakh
Hyundai Santro Xing GL,"1,17,816 kms",Petrol,Manual,1st Owner,2013,2494 cc,7 Seats,1.69 Lakh
Toyota Fortuner 4x2 Manual,"2,12,661 kms",Diesel,Manual,2nd Owner,2013,1373 cc,5 Seats,11.80 Lakh
Mahindra Bolero Power Plus SLE,"67,918 kms",Diesel,Manual,1st Owner,2016,1399 cc,5 Seats,5.22 Lakh
Maruti Eeco 7 Seater STD 2020-2022,"18,636 kms",Petrol,Manual,1st Owner,2022,2755 cc,5 Seats,4.68 Lakh
Maruti Alto K10 LXI,"1,11,556 kms",Petrol,Manual,2nd Owner,2015,1197 cc,5 Seats,2.01 Lakh
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,"1,41,834 kms",Diesel,Manual,1st Owner,2015,1197 cc,5 Seats,7.93 Lakh
Maruti Ertiga VXI,"24,920 kms",Petrol,Manual,2nd Owner,2014,1197 cc,5 Seats,4.11 Lakh
Ford Figo Diesel EXI,"1,15,042 kms",Diesel,Manual,2nd Owner,2011,1462 cc,5 Seats,1.25 Lakh
Toyota Innova Crysta 2.8 ZX AT BSIV,"57,189 kms",Diesel,Automatic,2nd Owner,2018,1197 cc,5 Seats,17.61 Lakh
Hyundai i20 Asta 1.2,"10,188 kms",Petrol,Manual,1st Owner,2016,2143 cc,5 Seats,5.65 Lakh
Hyundai i10 Sportz 1.2,"55,892 kms",Petrol,Manual,4th Owner,2008,998 cc,5 Seats,1.30 Lakh
Hyundai i20 Sportz Plus BSIV,"38,285 kms",Petrol,Manual,1st Owner,2019,1086 cc,5 Seats,6.64 Lakh
Toyota Urban cruiser Premium,"26,523 kms",Petrol,Manual,1st Owner,2021,998 cc,5 Seats,9.28 Lakh
Hyundai i20 Sportz Plus BSIV,"35,986 kms",Petrol,Manual,1st Owner,2019,1461 cc,5 Seats,6.64 Lakh
Mercedes-Benz CLA 200 D Sport Edition,"51,609 kms",Diesel,Automatic,1st Owner,2016,1248 cc,4 Seats,19.29 Lakh
Maruti Wagon R VXI Opt,"42,561 kms",Petrol,Manual,1st Owner,2019,1248 cc,5 Seats,4.13 Lakh
Hyundai Santro Xing GLS,"30,778 kms",Petrol,Manual,1st Owner,2008,1086 cc,5 Seats,1.05 Lakh
Maruti Wagon R LXI CNG,"30,819 kms",Cng,Manual,2nd Owner,2017,796 cc,5 Seats,3.35 Lakh
Nissan Micra Diesel XV,"77,464 kms",Diesel,Manual,3rd Owner,2012,1498 cc,5 Seats,1.39 Lakh
Maruti Vitara Brezza VDi,"55,142 kms",Diesel,Manual,1st Owner,2016,1493 cc,5 Seats,5.42 Lakh
Maruti Swift Dzire ZDI,"64,705 kms",Diesel,Manual,2nd Owner,2015,1399 cc,5 Seats,4.79 Lakh
Hyundai i10 Era 1.1,"83,013 kms",Petrol,Manual,4th Owner,2009,1248 cc,5 Seats,1.30 Lakh
Maruti 800 AC BSIII,"91,817 kms",Petrol,Manual,4th Owner,2009,1968 cc,5 Seats,"54,430"
Honda Amaze VX i DTEC,"76,012 kms",Diesel,Manual,1st Owner,2018,814 cc,7 Seats,5.61 Lakh
Hyundai Creta SX Opt Diesel AT,"20,507 kms",Diesel,Automatic,1st Owner,2020,1199 cc,7 Seats,17.73 Lakh
Ford Fiesta 1.4 ZXi TDCi ABS,"1,18,039 kms",Diesel,Manual,1st Owner,2009,1497 cc,5 Seats,1.74 Lakh
Tata Zest Quadrajet 1.3 XMS,"1,69,306 kms",Diesel,Manual,1st Owner,2014,1196 cc,5 Seats,2.80 Lakh
Audi A6 2.0 TDI Premium Plus,"71,000 kms",Diesel,Automatic,1st Owner,2014,1493 cc,5 Seats,16.90 Lakh
Hyundai EON D Lite Plus,"51,841 kms",Petrol,Manual,2nd Owner,2016,998 cc,5 Seats,2.16 Lakh
Tata Tigor 1.2 Revotron XZ Option,"10,098 kms",Petrol,Manual,1st Owner,2017,1399 cc,5 Seats,4.14 Lakh
Honda City i VTEC V,"58,328 kms",Petrol,Manual,3rd Owner,2015,1461 cc,5 Seats,4.97 Lakh
Maruti Eeco 7 Seater Standard BSIV,"94,128 kms",Petrol,Manual,1st Owner,2018,998 cc,5 Seats,3.09 Lakh
Mahindra TUV 300 T6,"38,979 kms",Diesel,Manual,1st Owner,2017,796 cc,5 Seats,5.16 Lakh
Maruti Wagon R LXI CNG,"54,087 kms",Cng,Manual,1st Owner,2016,1197 cc,5 Seats,3.24 Lakh
Ford Figo Diesel ZXI,"71,969 kms",Diesel,Manual,1st Owner,2010,1591 cc,5 Seats,1.26 Lakh
Renault Duster 85PS Diesel RxE,"59,609 kms",Diesel,Manual,1st Owner,2018,1197 cc,7 Seats,6.02 Lakh
Maruti Wagon R LXI CNG,"94,509 kms",Cng,Manual,1st Owner,2015,1197 cc,5 Seats,2.87 Lakh
Maruti Alto 800 LXI,"52,254 kms",Petrol,Manual,1st Owner,2018,1198 cc,5 Seats,2.64 Lakh
Maruti Swift Dzire Tour 1.2 S STD,"25,000 kms",Petrol,Manual,1st Owner,2018,2694 cc,5 Seats,6 Lakh
Hyundai Verna VTVT 1.6 SX Option,"36,006 kms",Petrol,Manual,1st Owner,2018,2967 cc,7 Seats,9.07 Lakh
Hyundai i20 Asta,"94,264 kms",Petrol,Manual,2nd Owner,2010,1086 cc,5 Seats,1.91 Lakh
Maruti Baleno Sigma,"14,976 kms",Petrol,Manual,1st Owner,2022,1197 cc,5 Seats,6.08 Lakh
Datsun GO T BSIV,"1,63,605 kms",Petrol,Manual,1st Owner,2017,2967 cc,5 Seats,2.21 Lakh
Toyota Fortuner 2.7 2WD AT,"44,000 kms",Petrol,Automatic,2nd Owner,2019,1198 cc,7 Seats,31 Lakh
Audi Q5 3.0 TDI Quattro,"68,000 kms",Diesel,Automatic,3rd Owner,2011,1950 cc,5 Seats,9.95 Lakh
Hyundai i10 Magna 1.1L,"38,000 kms",Petrol,Manual,1st Owner,2011,1248 cc,5 Seats,2.25 Lakh
Maruti Swift Dzire VXI 1.2 BS IV,"65,000 kms",Petrol,Manual,1st Owner,2019,2179 cc,5 Seats,6.50 Lakh
Audi Q7 45 TDI Quattro Premium Plus,"43,000 kms",Diesel,Automatic,2nd Owner,2014,1950 cc,5 Seats,18.75 Lakh
Honda Amaze E i-Vtech,"80,000 kms",Petrol,Manual,3rd Owner,2015,1950 cc,5 Seats,3.60 Lakh
Mercedes-Benz C-Class Progressive C 220d,"24,000 kms",Diesel,Automatic,2nd Owner,2020,1991 cc,5 Seats,39 Lakh
Maruti Baleno 1.3 Delta,"90,000 kms",Diesel,Manual,1st Owner,2018,1997 cc,5 Seats,6 Lakh
Mahindra Scorpio S8 7 Seater,"25,000 kms",Diesel,Manual,1st Owner,2016,4367 cc,7 Seats,10 Lakh
Mercedes-Benz GLC 220d 4MATIC,"24,000 kms",Diesel,Automatic,1st Owner,2020,1998 cc,5 Seats,56.50 Lakh
Mercedes-Benz GLE 300d,"13,000 kms",Diesel,Automatic,1st Owner,2021,1968 cc,7 Seats,89 Lakh
Mercedes-Benz GLC 200,"15,000 kms",Petrol,Automatic,1st Owner,2021,1997 cc,7 Seats,61 Lakh
Jaguar F-Pace 2.0 R-Dynamic S Diesel,"9,900 kms",Diesel,Automatic,1st Owner,2021,1582 cc,5 Seats,74 Lakh
Land Rover Range Rover 4.4 Diesel LWB Autobiography,"68,500 kms",Diesel,Automatic,1st Owner,2019,2998 cc,7 Seats,1.90 Crore
BMW X4 xDrive30i M Sport Silver Shadow Edition,"7,600 kms",Petrol,Automatic,1st Owner,2022,2179 cc,5 Seats,74.50 Lakh
Audi Q3 35 TDI Quattro Premium Plus,"76,000 kms",Diesel,Automatic,2nd Owner,2016,1462 cc,5 Seats,14.75 Lakh
Mahindra XUV500 1.99 FWD W8,"1,20,000 kms",Diesel,Manual,2nd Owner,2013,2523 cc,7 Seats,4.50 Lakh
Hyundai Verna 1.6 CRDi SX,"1,20,000 kms",Diesel,Manual,2nd Owner,2016,2487 cc,5 Seats,5.20 Lakh
BMW X7 xDrive 40i,"39,000 kms",Petrol,Automatic,1st Owner,2019,2497 cc,5 Seats,1.15 Crore
Mahindra Scorpio S10 7 Seater,"88,000 kms",Diesel,Manual,1st Owner,2017,2982 cc,7 Seats,11.25 Lakh
Maruti Grand Vitara Delta AT,"2,000 kms",Petrol,Automatic,1st Owner,2022,998 cc,7 Seats,14.50 Lakh
Mahindra Bolero ZLX,"40,000 kms",Diesel,Manual,1st Owner,2019,2143 cc,5 Seats,7.50 Lakh
Toyota Camry Hybrid 2.5,"20,000 kms",Petrol,Automatic,1st Owner,2019,2179 cc,5 Seats,40.90 Lakh
Mercedes-Benz E-Class E240 V6 AT,"1,10,000 kms",Petrol,Automatic,2nd Owner,2006,1248 cc,5 Seats,5 Lakh
Toyota Fortuner 3.0 Diesel,"80,000 kms",Diesel,Manual,3rd Owner,2011,1598 cc,5 Seats,8.50 Lakh
Maruti Zen Estilo LXI BSIII,"1,10,000 kms",Petrol,Manual,3rd Owner,2008,1950 cc,8 Seats,1 Lakh
Mercedes-Benz GLE 250d,"49,000 kms",Diesel,Automatic,1st Owner,2017,1498 cc,5 Seats,44 Lakh
Tata Safari Storme VX,"1,45,000 kms",Diesel,Manual,3rd Owner,2013,998 cc,5 Seats,3.20 Lakh
Maruti Ertiga ZDI,"40,000 kms",Diesel,Manual,2nd Owner,2012,2494 cc,5 Seats,5 Lakh
Volkswagen Vento IPL II Petrol Trendline,"1,00,000 kms",Petrol,Manual,3rd Owner,2010,1995 cc,5 Seats,1.25 Lakh
Mercedes-Benz E-Class Expression E 220 d BSIV,"17,000 kms",Diesel,Automatic,1st Owner,2020,1396 cc,5 Seats,58 Lakh
Volkswagen Polo Exquisite 1.5 TDI Highline,"1,00,000 kms",Diesel,Manual,1st Owner,2015,1198 cc,7 Seats,4.90 Lakh
Maruti Wagon R VXI BS IV,"1,00,000 kms",Petrol,Manual,1st Owner,2011,1396 cc,4 Seats,1.90 Lakh
Toyota Innova 2.5 G (Diesel) 8 Seater,"1,20,000 kms",Diesel,Manual,2nd Owner,2013,1950 cc,8 Seats,6 Lakh
BMW X3 xDrive 20d Luxury Line,"19,000 kms",Diesel,Automatic,1st Owner,2021,1997 cc,5 Seats,60 Lakh
Hyundai i20 Sportz 1.4 CRDi,"60,000 kms",Diesel,Manual,2nd Owner,2017,796 cc,7 Seats,6.50 Lakh
Nissan Micra Active XV Petrol,"25,000 kms",Petrol,Manual,1st Owner,2018,2179 cc,5 Seats,4 Lakh
Tata Indigo LX BSIV,"1,00,000 kms",Diesel,Manual,1st Owner,2012,1997 cc,5 Seats,1.85 Lakh
Mercedes-Benz GLC Coupe 300d 4MATIC,"24,900 kms",Diesel,Automatic,1st Owner,2021,1498 cc,7 Seats,71.50 Lakh
Mahindra Scorpio 1.99 S10 4WD,"70,000 kms",Diesel,Manual,1st Owner,2015,1120 cc,5 Seats,10 Lakh
Maruti 800 AC,"70,000 kms",Petrol,Manual,1st Owner,2014,999 cc,7 Seats,2 Lakh
Mahindra Scorpio 2.6 CRDe,"1,00,000 kms",Diesel,Manual,2nd Owner,2006,4461 cc,8 Seats,3.50 Lakh
Jaguar XF 2.0 Petrol Prestige,"7,500 kms",Petrol,Automatic,1st Owner,2020,1248 cc,5 Seats,47 Lakh
Mahindra Bolero B4,"1,10,000 kms",Diesel,Manual,1st Owner,2020,2982 cc,5 Seats,5.80 Lakh
Hyundai Xcent 1.1 CRDi Base,"70,000 kms",Diesel,Manual,2nd Owner,2015,2494 cc,5 Seats,3.10 Lakh
Renault Kiger RXZ,"35,000 kms",Petrol,Manual,1st Owner,2021,1993 cc,5 Seats,7.50 Lakh
Toyota Land Cruiser VX,"56,000 kms",Diesel,Automatic,1st Owner,2018,1199 cc,5 Seats,1.58 Crore
Maruti Swift Dzire ZDI,"74,200 kms",Diesel,Manual,2nd Owner,2017,1047 cc,5 Seats,5.35 Lakh
Toyota Fortuner 4x2 Manual,"1,20,000 kms",Diesel,Manual,2nd Owner,2016,998 cc,5 Seats,15 Lakh
Toyota Innova 2.5 EV Diesel MS 8 Str BSIII,"1,69,000 kms",Diesel,Manual,3rd Owner,2007,2925 cc,7 Seats,3 Lakh
Mercedes-Benz C-Class C 220d,"4,000 kms",Diesel,Automatic,1st Owner,2022,796 cc,7 Seats,62 Lakh
Volkswagen Polo Diesel Trendline 1.2L,"90,000 kms",Diesel,Manual,3rd Owner,2010,1086 cc,5 Seats,1.30 Lakh
Tata Tiago 1.05 Revotorq XT,"1,20,000 kms",Diesel,Manual,1st Owner,2017,1461 cc,5 Seats,3 Lakh
Maruti A-Star Lxi,"70,000 kms",Petrol,Manual,2nd Owner,2009,2925 cc,5 Seats,1.15 Lakh
Mercedes-Benz S-Class S 350 d,"13,000 kms",Diesel,Automatic,2nd Owner,2014,814 cc,5 Seats,47.75 Lakh
Maruti Alto LXI,"70,000 kms",Petrol,Manual,3rd Owner,2004,1582 cc,5 Seats,"70,000"
Hyundai Santro Xing XG AT eRLX Euro III,"60,000 kms",Petrol,Automatic,4th Owner,2004,1197 cc,4 Seats,"90,000"
Renault Lodgy 110PS RxZ 7 Seater,"1,10,000 kms",Diesel,Manual,3rd Owner,2015,2993 cc,5 Seats,4.50 Lakh
Mercedes-Benz GLS 400d 4MATIC,"15,000 kms",Diesel,Automatic,2nd Owner,2020,1197 cc,7 Seats,1.17 Crore
Hyundai EON D Lite,"30,000 kms",Petrol,Manual,1st Owner,2013,796 cc,5 Seats,1.75 Lakh
Hyundai Verna 1.6 CRDi SX,"1,15,000 kms",Diesel,Manual,2nd Owner,2015,796 cc,7 Seats,7 Lakh
Maruti Baleno Delta,"15,000 kms",Petrol,Manual,1st Owner,2019,2967 cc,5 Seats,6.50 Lakh
BMW X5 xDrive 30d xLine,"25,000 kms",Diesel,Automatic,1st Owner,2020,1396 cc,7 Seats,83 Lakh
Maruti Ignis 1.2 AMT Zeta BSIV,"80,000 kms",Petrol,Automatic,1st Owner,2018,2523 cc,5 Seats,5 Lakh
Maruti 800 Std BSII,"29,000 kms",Petrol,Manual,1st Owner,2002,1197 cc,7 Seats,"84,000"
Maruti Alto 800 VXI,"70,000 kms",Petrol,Manual,1st Owner,2019,2987 cc,5 Seats,3 Lakh
Audi Q7 45 TDI Quattro Technology,"65,000 kms",Diesel,Automatic,1st Owner,2017,999 cc,7 Seats,46 Lakh
Hyundai i20 1.4 Asta CRDi with AVN,"1,10,000 kms",Diesel,Manual,4th Owner,2009,2523 cc,5 Seats,2 Lakh
Mahindra Bolero SLX,"1,00,000 kms",Diesel,Manual,4th Owner,2012,1995 cc,5 Seats,3.40 Lakh
Maruti Baleno 1.2 Alpha,"60,000 kms",Petrol,Manual,1st Owner,2018,2494 cc,5 Seats,5.50 Lakh
Mercedes-Benz GLS 350d Grand Edition,"45,000 kms",Diesel,Automatic,2nd Owner,2016,1248 cc,5 Seats,59.50 Lakh
Volkswagen Taigun 1.0 TSI Topline,"5,000 kms",Petrol,Manual,1st Owner,2022,1396 cc,5 Seats,13 Lakh
Mahindra Bolero ZLX,"60,000 kms",Diesel,Manual,2nd Owner,2014,2143 cc,5 Seats,4.70 Lakh
BMW 5 Series 520d Luxury Line,"29,000 kms",Diesel,Automatic,1st Owner,2019,1396 cc,5 Seats,48 Lakh
Toyota Innova 2.5 E 7 STR,"2,00,000 kms",Diesel,Manual,2nd Owner,2012,1405 cc,5 Seats,4.25 Lakh
Maruti Swift VDI BSIV,"1,10,000 kms",Diesel,Manual,1st Owner,2015,1498 cc,5 Seats,3.50 Lakh
Tata Indigo LX BSIV,"1,20,000 kms",Diesel,Manual,1st Owner,2015,1950 cc,5 Seats,2.40 Lakh
Mercedes-Benz GLE 250d,"45,000 kms",Diesel,Automatic,1st Owner,2019,2925 cc,5 Seats,56 Lakh
Tata Indigo GLX,"25,000 kms",Petrol,Manual,1st Owner,2009,1968 cc,7 Seats,1.15 Lakh
Tata Indigo LX,"80,000 kms",Diesel,Manual,2nd Owner,2006,998 cc,5 Seats,"70,000"
Ford Ecosport 1.5 Diesel Titanium BSIV,"70,000 kms",Diesel,Manual,1st Owner,2018,2995 cc,5 Seats,6.50 Lakh
Mercedes-Benz C-Class Progressive C 200,"11,000 kms",Petrol,Automatic,1st Owner,2021,1493 cc,5 Seats,47.90 Lakh
Mercedes-Benz GLE 400d,"12,000 kms",Diesel,Automatic,1st Owner,2021,1598 cc,5 Seats,1.04 Crore
Audi A6 35 TDI,"40,000 kms",Diesel,Automatic,2nd Owner,2016,998 cc,5 Seats,24.90 Lakh
Maruti Wagon R VXI,"7,500 kms",Petrol,Manual,1st Owner,2021,1998 cc,5 Seats,5.21 Lakh
Land Rover Range Rover 3.0 Petrol LWB Vogue BSIV,"40,000 kms",Petrol,Automatic,1st Owner,2019,796 cc,5 Seats,1.92 Crore
Mahindra Bolero Power Plus SLX,"50,000 kms",Diesel,Manual,1st Owner,2018,1248 cc,7 Seats,6 Lakh
Volkswagen Vento Diesel Highline,"80,000 kms",Diesel,Manual,2nd Owner,2010,1998 cc,5 Seats,2.50 Lakh
Maruti Celerio VXI,"40,000 kms",Petrol,Manual,1st Owner,2017,1995 cc,5 Seats,3.46 Lakh
Volvo XC60 B5 Inscripition,"7,000 kms",Petrol,Automatic,1st Owner,2022,1493 cc,5 Seats,68.50 Lakh
Maruti 800 DUO AC LPG,"60,000 kms",Lpg,Manual,3rd Owner,2010,1799 cc,7 Seats,"70,000"
Maruti Swift VDI Optional,"40,000 kms",Diesel,Manual,1st Owner,2018,1197 cc,5 Seats,6 Lakh
Chevrolet Cruze LTZ,"70,000 kms",Diesel,Manual,4th Owner,2013,2987 cc,5 Seats,2 Lakh
BMW X1 sDrive 20d xLine,"25,000 kms",Diesel,Automatic,1st Owner,2019,999 cc,5 Seats,30 Lakh
Mahindra TUV 300 T6 Plus,"1,20,000 kms",Diesel,Manual,1st Owner,2016,1298 cc,5 Seats,4.90 Lakh
Honda Civic 1.8 S MT,"1,00,000 kms",Petrol,Manual,3rd Owner,2011,1198 cc,5 Seats,2 Lakh
Hyundai i10 Magna,"50,000 kms",Petrol,Manual,1st Owner,2009,2143 cc,5 Seats,1.50 Lakh
Maserati Ghibli Diesel BSIV,"12,000 kms",Diesel,Automatic,1st Owner,2016,796 cc,5 Seats,66 Lakh
Renault Triber RXZ BSIV,"25,000 kms",Petrol,Manual,1st Owner,2019,1248 cc,5 Seats,5.50 Lakh
Maruti Esteem Lxi,"20,000 kms",Petrol,Manual,1st Owner,2007,1396 cc,5 Seats,1.20 Lakh
Honda Amaze E i-Vtech,"80,000 kms",Petrol,Manual,4th Owner,2016,2967 cc,5 Seats,2.60 Lakh
Mercedes-Benz C-Class C 220 CDI Avantgarde,"37,000 kms",Diesel,Automatic,2nd Owner,2015,1248 cc,5 Seats,21.50 Lakh
Maruti Alto LXi,"80,000 kms",Petrol,Manual,1st Owner,2012,1197 cc,5 Seats,1.61 Lakh
Maruti Swift Ldi BSIII,"1,20,000 kms",Diesel,Manual,2nd Owner,2010,796 cc,5 Seats,2 Lakh
Tata Indica eV2 eL,"90,000 kms",Diesel,Manual,2nd Owner,2011,1991 cc,7 Seats,"75,000"
Porsche Cayenne Diesel Platinum Edition,"50,000 kms",Diesel,Automatic,1st Owner,2016,1499 cc,5 Seats,58 Lakh
Maruti Swift VDI,"80,000 kms",Diesel,Manual,2nd Owner,2013,1396 cc,5 Seats,3 Lakh
Hyundai i20 1.2 Magna,"1,20,000 kms",Petrol,Manual,2nd Owner,2011,2179 cc,5 Seats,2 Lakh
Maruti Omni MPI STD BSIV,"10,000 kms",Petrol,Manual,1st Owner,2018,1997 cc,5 Seats,2.50 Lakh
Mercedes-Benz E-Class Exclusive E 200,"8,900 kms",Petrol,Automatic,1st Owner,2021,1298 cc,5 Seats,67 Lakh
Ford Aspire Titanium Plus Diesel,"15,000 kms",Diesel,Manual,1st Owner,2021,1197 cc,7 Seats,8.50 Lakh
Hyundai i20 Active 1.4 SX,"1,00,000 kms",Diesel,Manual,2nd Owner,2015,796 cc,5 Seats,4.50 Lakh
Mahindra XUV500 W6 2WD,"70,000 kms",Diesel,Manual,2nd Owner,2014,1950 cc,5 Seats,7 Lakh
Land Rover Range Rover Sport 2.0 Petrol HSE,"19,500 kms",Petrol,Automatic,1st Owner,2020,2609 cc,7 Seats,1.14 Crore
Maruti Swift Dzire VXi,"85,000 kms",Petrol,Manual,1st Owner,2009,1248 cc,5 Seats,3 Lakh
Maruti Swift VXI 2018,"43,000 kms",Petrol,Manual,1st Owner,2019,1248 cc,5 Seats,5.45 Lakh
Maruti Alto LX,"70,000 kms",Petrol,Manual,1st Owner,2010,4461 cc,8 Seats,1 Lakh
Mercedes-Benz C-Class Progressive C 200,"28,000 kms",Petrol,Automatic,1st Owner,2019,796 cc,5 Seats,42.50 Lakh
Mahindra Scorpio 2.6 CRDe SLE,"90,000 kms",Diesel,Manual,2nd Owner,2009,1199 cc,5 Seats,3.10 Lakh
Maruti Swift VDI BSIV,"1,28,000 kms",Diesel,Manual,4th Owner,2008,2179 cc,5 Seats,1.70 Lakh
Maruti Vitara Brezza ZDi Plus,"80,000 kms",Diesel,Manual,2nd Owner,2017,1998 cc,5 Seats,6.95 Lakh
Toyota Land Cruiser VX,"27,000 kms",Diesel,Automatic,1st Owner,2019,1199 cc,4 Seats,1.69 Crore
Maruti Alto 800 LXI,"50,000 kms",Petrol,Manual,2nd Owner,2017,1198 cc,5 Seats,2.50 Lakh
Tata Tiago 1.2 Revotron XZ,"40,000 kms",Petrol,Manual,1st Owner,2019,1120 cc,5 Seats,4.54 Lakh
Mahindra Scorpio 2.6 SLX CRDe,"80,000 kms",Diesel,Manual,1st Owner,2006,1998 cc,5 Seats,1.10 Lakh
BMW X1 sDrive20i xLine,"10,000 kms",Petrol,Automatic,1st Owner,2021,1493 cc,5 Seats,40 Lakh
Tata Altroz XM plus,"30,000 kms",Petrol,Manual,1st Owner,2021,1248 cc,5 Seats,7 Lakh
Datsun GO A,"1,10,000 kms",Petrol,Manual,2nd Owner,2017,796 cc,5 Seats,2.70 Lakh
Hyundai Xcent 1.1 CRDi S,"90,000 kms",Diesel,Manual,2nd Owner,2014,2400 cc,5 Seats,2.90 Lakh
Mini 3 DOOR John Cooper Works 2019-2020,"40,000 kms",Petrol,Automatic,2nd Owner,2017,1197 cc,7 Seats,34.50 Lakh
Hyundai Venue SX Opt Diesel,"60,000 kms",Diesel,Manual,1st Owner,2020,1197 cc,5 Seats,9.50 Lakh
Maruti Vitara Brezza ZDi Plus,"80,000 kms",Diesel,Manual,3rd Owner,2017,1197 cc,5 Seats,7 Lakh
Maruti Alto LXi,"1,10,000 kms",Petrol,Manual,2nd Owner,2009,1999 cc,5 Seats,1.20 Lakh
Volvo XC60 D5 Inscription,"34,000 kms",Diesel,Automatic,1st Owner,2019,1299 cc,5 Seats,54.50 Lakh
Maruti Swift Dzire VXI,"35,000 kms",Petrol,Manual,1st Owner,2021,998 cc,5 Seats,6.50 Lakh
Toyota Etios Cross 1.2L G,"60,000 kms",Petrol,Manual,1st Owner,2019,1086 cc,5 Seats,5.50 Lakh
Hyundai Grand i10 Sportz,"90,000 kms",Petrol,Manual,1st Owner,2017,1086 cc,5 Seats,4 Lakh
Land Rover Discovery Sport TD4 HSE 7S,"38,000 kms",Diesel,Automatic,1st Owner,2020,999 cc,5 Seats,48.75 Lakh
Ford Ikon 1.3 Flair,"45,000 kms",Petrol,Manual,2nd Owner,2007,998 cc,5 Seats,"50,000"
Maruti Wagon R LXI,"1,20,000 kms",Petrol,Manual,1st Owner,2005,1248 cc,5 Seats,"75,000"
Hyundai Santro Xing GL,"70,000 kms",Petrol,Manual,2nd Owner,2010,2925 cc,5 Seats,1.05 Lakh
Hyundai i10 Sportz 1.1L,"1,11,408 kms",Petrol,Manual,1st Owner,2011,814 cc,5 Seats,1.80 Lakh
Ford Ecosport 1.0 Ecoboost Titanium,"70,000 kms",Petrol,Manual,2nd Owner,2013,796 cc,5 Seats,3.13 Lakh
Maruti Celerio VXI,"80,000 kms",Petrol,Manual,3rd Owner,2015,999 cc,7 Seats,2.05 Lakh
Maruti Vitara Brezza ZDi Plus Dual Tone,"80,000 kms",Diesel,Manual,1st Owner,2017,1197 cc,5 Seats,6.80 Lakh
Mercedes-Benz S-Class S 350d,"1,400 kms",Diesel,Automatic,1st Owner,2022,1493 cc,5 Seats,1.77 Crore
